Title,Content,Category,Location,Listing,Image
S R Media,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:9:""S R Media"";s:8:""gAddress"";s:49:""Farm Cottage, 33, Whetley Lane, Bradford, BD8 9EH"";s:8:""latitude"";s:11:""53.80030504"";s:9:""longitude"";s:12:""-1.784901384"";s:5:""phone"";s:12:""01274 201666"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Party On,"My name is Bernadette. I have a strong background in customer services having worked in retail for 15 years. I enjoy&nbsp;working with people and have excellent communications skills and I have decided that organising weddings and partys is what&nbsp;I was ment to do and enjoy every minute of it.

I have trained and and have qualified with QC School Of Event Planning Professional (IEWPP Certified). I was so passionate in my studies that the school gave me the highest compliment and awarded me with a AWARD OF MERIT at the end of my studies.

I look forward to working with you to make your wedding or event extra special.",5e4409f902854,5e43f447903d6,"a:32:{s:12:""tagline_text"";s:8:""Party On"";s:8:""gAddress"";s:45:""19 Shakespeare Close, Stoke-On-Trent, ST2 7QG"";s:8:""latitude"";s:10:""53.0520181"";s:9:""longitude"";s:10:""-2.1490255"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:12:""01782 700860"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:24:""bernadette@partyon.me.uk"";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",
The Clothes Horse,,,5e43e4caea339,"a:21:{s:12:""tagline_text"";s:17:""The Clothes Horse"";s:8:""gAddress"";s:39:""1st floor, 22, Milsom St, Bath, BA1 1DE"";s:8:""latitude"";s:11:""51.38466558"";s:9:""longitude"";s:12:""-2.361858511"";s:5:""phone"";s:12:""01225 852626"";s:5:""email"";s:0:"""";s:7:""website"";s:36:""http://www4.theclotheshorsebath.com/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Forever Wedding Photography,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:27:""Forever Wedding Photography"";s:8:""gAddress"";s:34:""37 St. Marys Rd, Bradford, BD9 4QQ"";s:8:""latitude"";s:11:""53.80949823"";s:9:""longitude"";s:12:""-1.772699653"";s:5:""phone"";s:12:""07958 486269"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Hilton Bath City Hotel,"<p style=""text-align: justify;"">Overlooking the River Avon, this contemporary hotel is a 5-minute walk from The Roman Baths museum and Bath Abbey. <span class=""_dgc kd-hc"" data-ved=""0ahUKEwjcsI7vns_OAhXFDxoKHfD0DjkQ3E0InwEwDg""><span class=""_I5e"">
Flat-screen TVs, WiFi (fee), and tea and coffee-making facilities are offered in each modern room; some have rivers views and sofa beds. Suites add separate living areas and minibars.</span><span class=""_I5e"">
There's a French-style bistro with scenic views, a sophisticated 24-hour lounge and a fitness centre. Other amenities include free WiFi in public spaces and 3 meeting rooms.</span></span></p>",5e44098b859ec,5e43e4caea339,"a:21:{s:12:""tagline_text"";s:22:""Hilton Bath City Hotel"";s:8:""gAddress"";s:24:""Walcot St, Bath, BA1 5BJ"";s:8:""latitude"";s:11:""51.38608802"";s:9:""longitude"";s:12:""-2.359657616"";s:5:""phone"";s:12:""01225 463411"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",https://mybigasianwedding.co.uk/wp-content/uploads/2020/01/Hilton-1.jpg|https://mybigasianwedding.co.uk/wp-content/uploads/2020/01/Hilton.png
Photography by Noreen,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:21:""Photography by Noreen"";s:8:""gAddress"";s:30:""43 Oak Lane, Bradford, BD9 4QB"";s:8:""latitude"";s:11:""53.80882827"";s:9:""longitude"";s:12:""-1.773088489"";s:5:""phone"";s:12:""07443 542058"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Green Park Brasserie,"<p style=""text-align: justify;"">British menu and live jazz in the roomy red interior of a former 1870s railway station booking hall.</p>",5e44098b859ec,5e43e4caea339,"a:21:{s:12:""tagline_text"";s:20:""Green Park Brasserie"";s:8:""gAddress"";s:48:""Green Park Station, Green Park Rd, Bath, BA1 2DR"";s:8:""latitude"";s:11:""51.37950653"";s:9:""longitude"";s:12:""-2.365402648"";s:5:""phone"";s:12:""01225 338565"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",https://mybigasianwedding.co.uk/wp-content/uploads/2020/01/Green-Park-Brasserie-2.jpg
Neil Terry Photography,"Established in May 2014, I am an up and experienced photographer based in Bradford, West Yorkshire, UK. I got into photography as an extension to my artwork and discovered that it was something that I really enjoyed, and the feedback I was getting told me that I had a good skill for it. Photography has long been a passion of mine where I used it as an extension to my artwork.

Since I became established as a photographer, my skills and knowledge have increased by a huge amount to the point where my work has been published through various social media websites and in a national newspaper.

My work covers a wide range of subjects including weddings, landscape, weather, political demonstrations, strikes, portraits, abandoned/derelict buildings and nightclub photography.

My website is regularly updated with the best of my images but you can see more on my Facebook page by clicking on the link at the top right of this page.",,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:22:""Neil Terry Photography"";s:8:""gAddress"";s:34:""6 Brookfield Rd, Bradford, BD3 0RN"";s:8:""latitude"";s:11:""53.79821828"";s:9:""longitude"";s:12:""-1.739450985"";s:5:""phone"";s:12:""07584 484432"";s:5:""email"";s:0:"""";s:7:""website"";s:36:""http://www.neilterryphotography.com/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Staffordshire Knight,,5e4409f902854,5e43f447903d6,"a:32:{s:12:""tagline_text"";s:20:""Staffordshire Knight"";s:8:""gAddress"";s:37:""Manor Street, Stoke-on-Trent, ST4 2PT"";s:8:""latitude"";s:10:""53.0007597"";s:9:""longitude"";s:10:""-2.1645299"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:12:""07974 176555"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:30:""kitt@staffordshireknight.co.uk"";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:48:""https://en-gb.facebook.com/staffordshire.knight/"";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",https://mybigasianwedding.co.uk/wp-content/uploads/2016/02/11863392_1712085022337412_5735658476019450429_n.jpg
Bath's Old Orchard Street Theatre,"<p style=""text-align: justify;"">The Old Orchard Street Theatre in Bath, Somerset, England was built as a provincial theatre before becoming a Roman Catholic Church and since 1865 has been a Masonic Hall. It is a Grade II listed building.</p>",5e44098b859ec,5e43e4caea339,"a:21:{s:12:""tagline_text"";s:33:""Bath's Old Orchard Street Theatre"";s:8:""gAddress"";s:32:""12 Old Orchard St, Bath, BA1 1JU"";s:8:""latitude"";s:11:""51.38009788"";s:9:""longitude"";s:12:""-2.357990481"";s:5:""phone"";s:12:""01225 432067"";s:5:""email"";s:0:"""";s:7:""website"";s:30:""http://oldtheatreroyal.com/wp/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",https://mybigasianwedding.co.uk/wp-content/uploads/2020/01/old-w345-1.jpg
Coombe Lodge,"<!-- wp:paragraph -->
<p>Coombe Lodge is now in the caring hands of the PM Hospitality Team, whose reputation has been built on many years of success at Priston Mill. Andrew Carveth had the vision and expertise to implement the changes necessary for moving Coombe Lodge forward by bringing a contemporary feel to the mansion, while retaining its sense of history and grandeur.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>From the first call you make to us, to the final hug goodbye as you leave, our wedding organisers are devoted to ensuring your day is exactly what you want. You’ll meet our experienced staff Tom Baxter, Martha Richards, Rebecca Young, Clara Armstrong and Jasmine Motteram, who are responsible for the smooth running of the conferences, weddings and parties.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Dave Bonner the Head Chef, first worked at our sister venue, Priston Mill in 2000. He is committed to delivering a consistently high standard of cuisine at Coombe Lodge (see profile below). He is ably assisted by chefs Ryan Blackman, Jonathan Dyer and Tammy Mitchell.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>Leanne Lukins is responsible for much of the administration required for the conferences, accommodation, weddings and party bookings. Head gardener for the extensive gardens, John Bawden, is invaluable in many ways and has the bonus of an amazing and fascinating wealth of knowledge about the history of Coombe Lodge and the local area. He is ably assisted by Josh Bawden and David Jury. Coombe Lodge relies on many others who work behind the scenes, Celia Cameron-Smith, Cathy Bendall, Christine Hearse, Julie Filer, Mel Moore and Maggie Harcourt and an excellent waiting team.</p>
<!-- /wp:paragraph -->

<!-- wp:paragraph -->
<p>For all of us the aim is to build on our experience, expertise and enthusiasm to make your event ‘captivating, idyllic and altogether enchanting’ and ensure Coombe Lodge is the most wonderful place to get married in Somerset.</p>
<!-- /wp:paragraph -->",5e44098b859ec,5e43e4caea339,"a:32:{s:12:""tagline_text"";s:14:""Wedding Venues"";s:8:""gAddress"";s:46:""Coombe Lodge, Blagdon BS40 7RE, United Kingdom"";s:8:""latitude"";s:11:""51.333335, "";s:9:""longitude"";s:9:""-2.725151"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:15:""+44 1761 463355"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:22:""info@coombelodge.co.uk"";s:7:""website"";s:30:""https://www.coombelodge.co.uk/"";s:7:""twitter"";s:32:""https://twitter.com/Coombe_Lodge"";s:8:""facebook"";s:37:""https://www.facebook.com/coombelodge/"";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:45:""https://www.instagram.com/coombelodgeblagdon/"";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:69:""https://mybigasianwedding.co.uk/wp-content/uploads/2016/02/images.png"";}",https://mybigasianwedding.co.uk/wp-content/uploads/2016/02/72134175_2700566743320405_3476630349411254272_o.jpg|https://mybigasianwedding.co.uk/wp-content/uploads/2016/02/images.png|https://mybigasianwedding.co.uk/wp-content/uploads/2016/02/50.jpg|https://mybigasianwedding.co.uk/wp-content/uploads/2016/02/51.jpg
Purple Moon Creative Photography,"Jamie &amp; Adam would like to Welcome You to..
Purple Moon...
The Next Generation of Modern Photography with e-Motion.

We are Two Passionate Photographers from Yorkshire with ten years of experience between us, combining this with our exquisite attention to detail we make every couples special memories into truly elegant ""Mooving Pictures."" With two lenses we are able to capture every Emotion &amp; Motion, using a unique next generation method of dual shots to create what we call at Purple Moon... e-Motion.

We Feel that sense of accomplishment when we piece together all the e-Motions from Your Wedding Day, like the last jigsaw piece falling into place perfectly, creating a timeless memory...

Purple Moon creates something more than ""Standard Photography"". We marry music with ""Mooving Pictures"" so that those memories which can easily be forgotten are Brought to Life, allowing us to walk You visually down memory lane... time after time.

We pride ourselves on our creative ability to re-invent traditional wedding photography into a visual magical experience, capturing Your timeless memories in effortless motion. (Inspired by The Harry Potter movies, elegantly showcased)

We understand that Your wedding is unique to You and that it is our duty to unite You and Your partners vision, capturing Your personalities for us to produce eternal memories. We creatively edit and digitally re-master Your photographs as we are able to enhance the e-Motion in each moment and reveal every breathtaking movement through our ""Mooving pictures"". Elegantly tailoring every Emotion with Motion and Music to create spell binding visuals, which is why our digital albums are so unique and special. When You look back on your photographs we want You to feel and see every emotion unfold and be instantly transported back to Your Wedding Day.

Your Wedding is special to You and it deserves the timeless treatment from Purple Moon, because where it matters to You it matters to us and only ""Once in a Purple Moon"" do Your photos come alive.


Thank You for Visiting PurpleMoon.info
We hope You enjoyed our Sample Video. If you have any questions please contact us.
(Our new website is coming soon, It's having a Purple Moon makeover..!)",,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:32:""Purple Moon Creative Photography"";s:8:""gAddress"";s:61:""Apartment 51, Broadgate House, 2, Broad St, Bradford, BD1 4QQ"";s:8:""latitude"";s:11:""53.79677531"";s:9:""longitude"";s:12:""-1.754090602"";s:5:""phone"";s:12:""01274 887813"";s:5:""email"";s:0:"""";s:7:""website"";s:38:""http://purplemoonuk.wix.com/purplemoon"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Faye Lorraine Wedding & Event Planning,,5e4409f902854,5e43f447903d6,"a:32:{s:12:""tagline_text"";s:38:""Faye Lorraine Wedding & Event Planning"";s:8:""gAddress"";s:37:""3 Clarence Street, Newcastle, ST5 8AR"";s:8:""latitude"";s:10:""53.0335297"";s:9:""longitude"";s:10:""-2.2257068"";s:6:""mappin"";s:0:"""";s:5:""phone"";s:12:""07512 357088"";s:8:""whatsapp"";s:0:"""";s:5:""email"";s:0:"""";s:7:""website"";s:29:""https://www.addtoevent.co.uk/"";s:7:""twitter"";s:30:""https://twitter.com/AddtoEvent"";s:8:""facebook"";s:35:""https://www.facebook.com/addtoevent"";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";s:0:"""";s:12:""price_status"";s:6:""notsay"";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:7:""Plan_id"";s:1:""0"";s:11:""reviews_ids"";s:0:"""";s:15:""claimed_section"";s:11:""not_claimed"";s:26:""listings_ads_purchase_date"";s:0:"""";s:30:""listings_ads_purchase_packages"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}s:14:""business_hours"";s:0:"""";s:11:""campaign_id"";s:0:"""";s:14:""changed_planid"";s:0:"""";s:19:""listing_reported_by"";s:0:"""";s:16:""listing_reported"";s:0:"""";s:13:""business_logo"";s:0:"""";}",https://mybigasianwedding.co.uk/wp-content/uploads/2016/02/49271296_1004090419791302_2365019674208370688_o.jpg
asianshaadi.com,,5e4409f902854,5e43f447903d6,"a:21:{s:12:""tagline_text"";s:15:""asianshaadi.com"";s:8:""gAddress"";s:38:""77 Raymond St, Stoke-On-Trent, ST1 4DP"";s:8:""latitude"";s:11:""53.01877473"";s:9:""longitude"";s:12:""-2.179339763"";s:5:""phone"";s:12:""07931 291391"";s:5:""email"";s:0:"""";s:7:""website"";s:23:""http://asianshaadi.com/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
PixiFoto - Family Photography Studios,"Established in 1971, PixiFoto has over 120 in-store professional photography studios. PixiFoto takes pride in being the leading professional permanent and mobile photography studios located across the UK and Ireland.

We pride ourselves in providing our customers with a vibrant, fun &amp; exciting style of contemporary family photography as well as offering more relaxed, traditional style portraits whilst always maintaining great quality &amp; affordability.

So when it comes to beautiful, fun and inspiring portraits of family, friends and all your loved ones, whether it’s the largest family or smallest newborn, the sweetest couple or the cheekiest child, PixiFoto have the expertise and experience to get the best results.

Professional photography isn’t just about taking a picture, it’s about capturing a moment. So why trust anyone else in capturing those magical moments in time, forever!

Our PixiFoto permanent studios are located nationwide in selected Mothercare &amp; Debenhams stores, whilst our PixiFoto pop-up studios visit hundreds of different store locations up and down the country. These include a portfolio of renowned retailers such as Boots, Mothercare, M&amp;Co, Matalan, Superdrug, Asda, Sainsburys, Morrisons, Debenhams, Toys R Us and the Co-op as well as many independent stores. So wherever you are in the UK, there will be a PixiFoto baby, child and family portrait photography studio near you!",,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:37:""PixiFoto - Family Photography Studios"";s:8:""gAddress"";s:62:""Mothercare Uk Ltd, Unit 1a-1b, 5, Valley Rd, Bradford, BD1 4AG"";s:8:""latitude"";s:11:""53.79864693"";s:9:""longitude"";s:12:""-1.752557028"";s:5:""phone"";s:12:""01274 724542"";s:5:""email"";s:19:""csd@photocorp.co.uk"";s:7:""website"";s:26:""http://www.pixifoto.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Flash Shots Photography,"My name is Nasir Ashraf and I am a freelance photographer offering beautiful and natural images. I provide photography services for all occasions including weddings and parties. I am based in Yorkshire but also cover other counties within the UK.

I became a wedding photographer simply because I love it and I am passionate about providing high quality images that capture all the fun and romance of your day, yet at a competitive cost. I offer a modern and a relaxed style of photography, with a core focus of raw emotion and happiness.

Through my imagination and creativity, I will capture your special day in a traditional and contemporary style. Attention to detail is important, as is blending into the crowd to capture those unposed, natural moments.",,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:23:""Flash Shots Photography"";s:8:""gAddress"";s:37:""37 Pemberton Drive, Bradford, BD7 1RA"";s:8:""latitude"";s:11:""53.78862478"";s:9:""longitude"";s:12:""-1.764150314"";s:5:""phone"";s:12:""07817 663303"";s:5:""email"";s:0:"""";s:7:""website"";s:28:""http://www.flashshots.co.uk/"";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
pic-biz Ltd,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:11:""pic-biz Ltd"";s:8:""gAddress"";s:55:""The Design Exchange, 34, Peckover St, Bradford, BD1 5BD"";s:8:""latitude"";s:11:""53.79482952"";s:9:""longitude"";s:12:""-1.745514507"";s:5:""phone"";s:12:""0870 9905266"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
Shine Photography,,,5e43e571b62c1,"a:21:{s:12:""tagline_text"";s:17:""Shine Photography"";s:8:""gAddress"";s:31:""P.O Box 1056, Bradford, BD1 9JQ"";s:8:""latitude"";s:11:""53.80230351"";s:9:""longitude"";s:12:""-1.755830478"";s:5:""phone"";s:12:""07790 752574"";s:5:""email"";s:0:"""";s:7:""website"";s:0:"""";s:7:""twitter"";s:0:"""";s:8:""facebook"";s:0:"""";s:8:""linkedin"";s:0:"""";s:11:""google_plus"";s:0:"""";s:7:""youtube"";s:0:"""";s:9:""instagram"";s:0:"""";s:5:""video"";s:0:"""";s:7:""gallery"";N;s:12:""price_status"";s:0:"""";s:7:""Plan_id"";s:0:"""";s:10:""list_price"";s:0:"""";s:13:""list_price_to"";s:0:"""";s:15:""claimed_section"";s:0:"""";s:4:""faqs"";a:2:{s:3:""faq"";a:1:{i:1;s:0:"""";}s:6:""faqans"";a:1:{i:1;s:0:"""";}}}",
